Sale_ID,Customer_ID,Vehicle_Model_sale,Year,Price,Sale_Date,Region,Sale_Year,Sale_Month,Service_ID,Vehicle_Model_service,Service_Type,Service_Cost,Service_Date,Service_Year,Service_Month,Customer_Lifetime_Value
7069.0,506,MG HS,2021.0,4255029.0,2021-09-10,Multan,2021.0,9.0,5443.0,Toyota Corolla,Engine Check,44087.0,2024-08-25,2024.0,8.0,4299116.0
5243.0,507,Suzuki Cultus,2015.0,9082664.0,2024-04-17,Karachi,2024.0,4.0,420.0,Honda Civic,Battery Replacement,24475.0,2024-08-16,2024.0,8.0,9107139.0
5243.0,507,Suzuki Cultus,2015.0,9082664.0,2024-04-17,Karachi,2024.0,4.0,2493.0,Honda City,Oil Change,76670.0,2022-09-15,2022.0,9.0,9159334.0
5243.0,507,Suzuki Cultus,2015.0,9082664.0,2024-04-17,Karachi,2024.0,4.0,8350.0,MG HS,Oil Change,38790.0,2024-02-05,2024.0,2.0,9121454.0
5281.0,508,Honda Civic,2021.0,2069528.0,2024-11-23,Multan,2024.0,11.0,,,,,,,,
7406.0,508,MG HS,2024.0,9590520.0,2021-07-14,Peshawar,2021.0,7.0,,,,,,,,
3620.0,509,Changan Alsvin,2017.0,8852542.0,2024-08-08,Lahore,2024.0,8.0,1366.0,Suzuki Alto,Oil Change,5443.0,2022-01-19,2022.0,1.0,8857985.0
3620.0,509,Changan Alsvin,2017.0,8852542.0,2024-08-08,Lahore,2024.0,8.0,9785.0,Hyundai Tucson,Oil Change,55694.0,2023-06-14,2023.0,6.0,8908236.0
6674.0,509,Suzuki Cultus,2024.0,7128881.0,2024-12-09,Peshawar,2024.0,12.0,1366.0,Suzuki Alto,Oil Change,5443.0,2022-01-19,2022.0,1.0,7134324.0
6674.0,509,Suzuki Cultus,2024.0,7128881.0,2024-12-09,Peshawar,2024.0,12.0,9785.0,Hyundai Tucson,Oil Change,55694.0,2023-06-14,2023.0,6.0,7184575.0
7733.0,510,Suzuki Cultus,2020.0,7391189.0,2022-07-13,Faisalabad,2022.0,7.0,2029.0,Honda Civic,Battery Replacement,56866.0,2025-06-15,2025.0,6.0,7448055.0
7733.0,510,Suzuki Cultus,2020.0,7391189.0,2022-07-13,Faisalabad,2022.0,7.0,4421.0,MG HS,Engine Check,25643.0,2024-03-27,2024.0,3.0,7416832.0
7733.0,510,Suzuki Cultus,2020.0,7391189.0,2022-07-13,Faisalabad,2022.0,7.0,7569.0,Kia Sportage,Brake Service,15307.0,2025-03-25,2025.0,3.0,7406496.0
7733.0,510,Suzuki Cultus,2020.0,7391189.0,2022-07-13,Faisalabad,2022.0,7.0,9513.0,Changan Alsvin,Tire Rotation,36888.0,2024-02-06,2024.0,2.0,7428077.0
7733.0,510,Suzuki Cultus,2020.0,7391189.0,2022-07-13,Faisalabad,2022.0,7.0,9621.0,Changan Alsvin,Brake Service,28370.0,2022-10-08,2022.0,10.0,7419559.0
532.0,511,Toyota Fortuner,2024.0,6710285.0,2021-04-16,Lahore,2021.0,4.0,9932.0,Honda Civic,Brake Service,41807.0,2022-03-15,2022.0,3.0,6752092.0
634.0,511,Changan Alsvin,2023.0,9440345.0,2023-12-27,Quetta,2023.0,12.0,9932.0,Honda Civic,Brake Service,41807.0,2022-03-15,2022.0,3.0,9482152.0
,512,,,,,,,,1908.0,Honda City,Tire Rotation,55468.0,2022-11-05,2022.0,11.0,
380.0,513,Suzuki Alto,2015.0,8303465.0,2024-05-20,Peshawar,2024.0,5.0,4074.0,Honda Civic,Oil Change,15367.0,2023-08-02,2023.0,8.0,8318832.0
380.0,513,Suzuki Alto,2015.0,8303465.0,2024-05-20,Peshawar,2024.0,5.0,9561.0,Toyota Fortuner,Engine Check,57554.0,2023-08-28,2023.0,8.0,8361019.0
5817.0,513,Kia Sportage,2022.0,7796784.0,2023-12-22,Multan,2023.0,12.0,4074.0,Honda Civic,Oil Change,15367.0,2023-08-02,2023.0,8.0,7812151.0
5817.0,513,Kia Sportage,2022.0,7796784.0,2023-12-22,Multan,2023.0,12.0,9561.0,Toyota Fortuner,Engine Check,57554.0,2023-08-28,2023.0,8.0,7854338.0
1099.0,514,Toyota Fortuner,2018.0,7323922.0,2024-01-02,Karachi,2024.0,1.0,,,,,,,,
8104.0,514,Kia Sportage,2023.0,3313189.0,2023-09-20,Multan,2023.0,9.0,,,,,,,,
8219.0,514,Kia Sportage,2022.0,3750047.0,2024-09-25,Karachi,2024.0,9.0,,,,,,,,
1614.0,515,MG HS,2015.0,4745474.0,2025-05-18,Multan,2025.0,5.0,5014.0,Suzuki Cultus,Tire Rotation,57819.0,2022-02-05,2022.0,2.0,4803293.0
1614.0,515,MG HS,2015.0,4745474.0,2025-05-18,Multan,2025.0,5.0,8291.0,Hyundai Tucson,Tire Rotation,39743.0,2023-12-22,2023.0,12.0,4785217.0
1614.0,515,MG HS,2015.0,4745474.0,2025-05-18,Multan,2025.0,5.0,9396.0,MG HS,Engine Check,59144.0,2023-05-31,2023.0,5.0,4804618.0
2306.0,515,Suzuki Alto,2023.0,4687593.0,2025-01-15,Lahore,2025.0,1.0,5014.0,Suzuki Cultus,Tire Rotation,57819.0,2022-02-05,2022.0,2.0,4745412.0
2306.0,515,Suzuki Alto,2023.0,4687593.0,2025-01-15,Lahore,2025.0,1.0,8291.0,Hyundai Tucson,Tire Rotation,39743.0,2023-12-22,2023.0,12.0,4727336.0
2306.0,515,Suzuki Alto,2023.0,4687593.0,2025-01-15,Lahore,2025.0,1.0,9396.0,MG HS,Engine Check,59144.0,2023-05-31,2023.0,5.0,4746737.0
2317.0,515,Honda City,2024.0,5993123.0,2023-12-12,Faisalabad,2023.0,12.0,5014.0,Suzuki Cultus,Tire Rotation,57819.0,2022-02-05,2022.0,2.0,6050942.0
2317.0,515,Honda City,2024.0,5993123.0,2023-12-12,Faisalabad,2023.0,12.0,8291.0,Hyundai Tucson,Tire Rotation,39743.0,2023-12-22,2023.0,12.0,6032866.0
2317.0,515,Honda City,2024.0,5993123.0,2023-12-12,Faisalabad,2023.0,12.0,9396.0,MG HS,Engine Check,59144.0,2023-05-31,2023.0,5.0,6052267.0
4219.0,515,MG HS,2018.0,3086963.0,2023-09-28,Quetta,2023.0,9.0,5014.0,Suzuki Cultus,Tire Rotation,57819.0,2022-02-05,2022.0,2.0,3144782.0
4219.0,515,MG HS,2018.0,3086963.0,2023-09-28,Quetta,2023.0,9.0,8291.0,Hyundai Tucson,Tire Rotation,39743.0,2023-12-22,2023.0,12.0,3126706.0
4219.0,515,MG HS,2018.0,3086963.0,2023-09-28,Quetta,2023.0,9.0,9396.0,MG HS,Engine Check,59144.0,2023-05-31,2023.0,5.0,3146107.0
1483.0,516,Suzuki Alto,2015.0,1993978.0,2024-10-03,Peshawar,2024.0,10.0,2953.0,Toyota Corolla,Brake Service,15758.0,2023-07-05,2023.0,7.0,2009736.0
1483.0,516,Suzuki Alto,2015.0,1993978.0,2024-10-03,Peshawar,2024.0,10.0,3066.0,Honda City,Engine Check,49238.0,2023-12-31,2023.0,12.0,2043216.0
1483.0,516,Suzuki Alto,2015.0,1993978.0,2024-10-03,Peshawar,2024.0,10.0,6517.0,MG HS,Tire Rotation,46932.0,2024-03-27,2024.0,3.0,2040910.0
3333.0,516,Hyundai Tucson,2015.0,3404456.0,2020-11-03,Faisalabad,2020.0,11.0,2953.0,Toyota Corolla,Brake Service,15758.0,2023-07-05,2023.0,7.0,3420214.0
3333.0,516,Hyundai Tucson,2015.0,3404456.0,2020-11-03,Faisalabad,2020.0,11.0,3066.0,Honda City,Engine Check,49238.0,2023-12-31,2023.0,12.0,3453694.0
3333.0,516,Hyundai Tucson,2015.0,3404456.0,2020-11-03,Faisalabad,2020.0,11.0,6517.0,MG HS,Tire Rotation,46932.0,2024-03-27,2024.0,3.0,3451388.0
5601.0,516,Changan Alsvin,2020.0,5941102.0,2025-10-10,Islamabad,2025.0,10.0,2953.0,Toyota Corolla,Brake Service,15758.0,2023-07-05,2023.0,7.0,5956860.0
5601.0,516,Changan Alsvin,2020.0,5941102.0,2025-10-10,Islamabad,2025.0,10.0,3066.0,Honda City,Engine Check,49238.0,2023-12-31,2023.0,12.0,5990340.0
5601.0,516,Changan Alsvin,2020.0,5941102.0,2025-10-10,Islamabad,2025.0,10.0,6517.0,MG HS,Tire Rotation,46932.0,2024-03-27,2024.0,3.0,5988034.0
3708.0,517,Honda Civic,2021.0,9753414.0,2024-01-04,Quetta,2024.0,1.0,,,,,,,,
6745.0,517,Hyundai Tucson,2024.0,5014859.0,2020-11-14,Peshawar,2020.0,11.0,,,,,,,,
9507.0,517,Honda Civic,2022.0,8907822.0,2024-01-27,Karachi,2024.0,1.0,,,,,,,,
3734.0,518,Toyota Corolla,2017.0,7200269.0,2023-12-07,Karachi,2023.0,12.0,575.0,Kia Sportage,Engine Check,53645.0,2023-01-20,2023.0,1.0,7253914.0
3734.0,518,Toyota Corolla,2017.0,7200269.0,2023-12-07,Karachi,2023.0,12.0,8155.0,Suzuki Cultus,Brake Service,44228.0,2024-07-22,2024.0,7.0,7244497.0
,519,,,,,,,,6392.0,Hyundai Tucson,Brake Service,18197.0,2024-04-06,2024.0,4.0,
,519,,,,,,,,8178.0,Changan Alsvin,Brake Service,74638.0,2025-09-28,2025.0,9.0,
1522.0,520,Honda City,2017.0,6784788.0,2022-08-20,Lahore,2022.0,8.0,3340.0,Toyota Corolla,Brake Service,77241.0,2024-10-09,2024.0,10.0,6862029.0
3417.0,520,Hyundai Tucson,2020.0,6980156.0,2023-05-03,Faisalabad,2023.0,5.0,3340.0,Toyota Corolla,Brake Service,77241.0,2024-10-09,2024.0,10.0,7057397.0
4907.0,520,Suzuki Alto,2016.0,6380939.0,2023-05-07,Lahore,2023.0,5.0,3340.0,Toyota Corolla,Brake Service,77241.0,2024-10-09,2024.0,10.0,6458180.0
8123.0,520,Suzuki Cultus,2024.0,5828744.0,2024-11-04,Multan,2024.0,11.0,3340.0,Toyota Corolla,Brake Service,77241.0,2024-10-09,2024.0,10.0,5905985.0
1539.0,521,Changan Alsvin,2020.0,9445901.0,2024-08-28,Quetta,2024.0,8.0,6278.0,Hyundai Tucson,Tire Rotation,57031.0,2024-11-01,2024.0,11.0,9502932.0
3593.0,521,Suzuki Cultus,2018.0,9657736.0,2022-04-30,Lahore,2022.0,4.0,6278.0,Hyundai Tucson,Tire Rotation,57031.0,2024-11-01,2024.0,11.0,9714767.0
7587.0,521,Changan Alsvin,2023.0,4273400.0,2024-07-08,Islamabad,2024.0,7.0,6278.0,Hyundai Tucson,Tire Rotation,57031.0,2024-11-01,2024.0,11.0,4330431.0
2252.0,522,Toyota Corolla,2017.0,9216872.0,2021-05-15,Islamabad,2021.0,5.0,4204.0,Kia Sportage,Brake Service,35032.0,2021-11-29,2021.0,11.0,9251904.0
2252.0,522,Toyota Corolla,2017.0,9216872.0,2021-05-15,Islamabad,2021.0,5.0,4778.0,Changan Alsvin,Oil Change,30896.0,2023-09-24,2023.0,9.0,9247768.0
5044.0,522,Suzuki Cultus,2018.0,4052973.0,2025-01-21,Quetta,2025.0,1.0,4204.0,Kia Sportage,Brake Service,35032.0,2021-11-29,2021.0,11.0,4088005.0
5044.0,522,Suzuki Cultus,2018.0,4052973.0,2025-01-21,Quetta,2025.0,1.0,4778.0,Changan Alsvin,Oil Change,30896.0,2023-09-24,2023.0,9.0,4083869.0
2251.0,523,Honda City,2019.0,6283933.0,2022-08-22,Islamabad,2022.0,8.0,20.0,Hyundai Tucson,Brake Service,70532.0,2022-12-06,2022.0,12.0,6354465.0
2251.0,523,Honda City,2019.0,6283933.0,2022-08-22,Islamabad,2022.0,8.0,3799.0,Suzuki Alto,Tire Rotation,73645.0,2022-02-25,2022.0,2.0,6357578.0
3210.0,523,Honda Civic,2015.0,6666497.0,2022-04-03,Islamabad,2022.0,4.0,20.0,Hyundai Tucson,Brake Service,70532.0,2022-12-06,2022.0,12.0,6737029.0
3210.0,523,Honda Civic,2015.0,6666497.0,2022-04-03,Islamabad,2022.0,4.0,3799.0,Suzuki Alto,Tire Rotation,73645.0,2022-02-25,2022.0,2.0,6740142.0
6746.0,523,Honda Civic,2019.0,5343872.0,2021-08-18,Faisalabad,2021.0,8.0,20.0,Hyundai Tucson,Brake Service,70532.0,2022-12-06,2022.0,12.0,5414404.0
6746.0,523,Honda Civic,2019.0,5343872.0,2021-08-18,Faisalabad,2021.0,8.0,3799.0,Suzuki Alto,Tire Rotation,73645.0,2022-02-25,2022.0,2.0,5417517.0
730.0,524,Toyota Fortuner,2021.0,5202504.0,2025-06-24,Lahore,2025.0,6.0,1644.0,Honda Civic,Battery Replacement,73421.0,2021-12-25,2021.0,12.0,5275925.0
730.0,524,Toyota Fortuner,2021.0,5202504.0,2025-06-24,Lahore,2025.0,6.0,3856.0,Toyota Fortuner,Engine Check,42689.0,2024-03-30,2024.0,3.0,5245193.0
6143.0,524,MG HS,2023.0,5028314.0,2021-10-06,Lahore,2021.0,10.0,1644.0,Honda Civic,Battery Replacement,73421.0,2021-12-25,2021.0,12.0,5101735.0
6143.0,524,MG HS,2023.0,5028314.0,2021-10-06,Lahore,2021.0,10.0,3856.0,Toyota Fortuner,Engine Check,42689.0,2024-03-30,2024.0,3.0,5071003.0
327.0,525,Honda City,2024.0,7428260.0,2025-02-22,Multan,2025.0,2.0,7801.0,Toyota Fortuner,Brake Service,12481.0,2025-05-08,2025.0,5.0,7440741.0
6882.0,525,Kia Sportage,2017.0,8926318.0,2024-11-13,Peshawar,2024.0,11.0,7801.0,Toyota Fortuner,Brake Service,12481.0,2025-05-08,2025.0,5.0,8938799.0
752.0,526,Toyota Corolla,2016.0,7145785.0,2022-12-31,Islamabad,2022.0,12.0,4270.0,Hyundai Tucson,Battery Replacement,26953.0,2025-10-07,2025.0,10.0,7172738.0
752.0,526,Toyota Corolla,2016.0,7145785.0,2022-12-31,Islamabad,2022.0,12.0,5201.0,Suzuki Alto,Tire Rotation,63427.0,2024-10-31,2024.0,10.0,7209212.0
1686.0,526,Kia Sportage,2021.0,6804401.0,2024-08-31,Karachi,2024.0,8.0,4270.0,Hyundai Tucson,Battery Replacement,26953.0,2025-10-07,2025.0,10.0,6831354.0
1686.0,526,Kia Sportage,2021.0,6804401.0,2024-08-31,Karachi,2024.0,8.0,5201.0,Suzuki Alto,Tire Rotation,63427.0,2024-10-31,2024.0,10.0,6867828.0
1532.0,527,Hyundai Tucson,2016.0,2070375.0,2022-07-24,Faisalabad,2022.0,7.0,3877.0,Toyota Corolla,Oil Change,58494.0,2023-08-10,2023.0,8.0,2128869.0
1532.0,527,Hyundai Tucson,2016.0,2070375.0,2022-07-24,Faisalabad,2022.0,7.0,7119.0,Kia Sportage,Oil Change,53461.0,2023-10-27,2023.0,10.0,2123836.0
2751.0,527,Hyundai Tucson,2020.0,5563759.0,2021-10-02,Lahore,2021.0,10.0,3877.0,Toyota Corolla,Oil Change,58494.0,2023-08-10,2023.0,8.0,5622253.0
2751.0,527,Hyundai Tucson,2020.0,5563759.0,2021-10-02,Lahore,2021.0,10.0,7119.0,Kia Sportage,Oil Change,53461.0,2023-10-27,2023.0,10.0,5617220.0
5056.0,527,Suzuki Alto,2017.0,4822216.0,2025-02-16,Multan,2025.0,2.0,3877.0,Toyota Corolla,Oil Change,58494.0,2023-08-10,2023.0,8.0,4880710.0
5056.0,527,Suzuki Alto,2017.0,4822216.0,2025-02-16,Multan,2025.0,2.0,7119.0,Kia Sportage,Oil Change,53461.0,2023-10-27,2023.0,10.0,4875677.0
9574.0,527,Toyota Corolla,2015.0,7357251.0,2022-06-27,Multan,2022.0,6.0,3877.0,Toyota Corolla,Oil Change,58494.0,2023-08-10,2023.0,8.0,7415745.0
9574.0,527,Toyota Corolla,2015.0,7357251.0,2022-06-27,Multan,2022.0,6.0,7119.0,Kia Sportage,Oil Change,53461.0,2023-10-27,2023.0,10.0,7410712.0
7206.0,528,Kia Sportage,2019.0,2477027.0,2021-06-29,Faisalabad,2021.0,6.0,1451.0,Toyota Fortuner,Battery Replacement,50834.0,2024-03-24,2024.0,3.0,2527861.0
7206.0,528,Kia Sportage,2019.0,2477027.0,2021-06-29,Faisalabad,2021.0,6.0,4870.0,Changan Alsvin,Battery Replacement,63685.0,2024-08-09,2024.0,8.0,2540712.0
7429.0,528,MG HS,2019.0,3996920.0,2020-12-18,Lahore,2020.0,12.0,1451.0,Toyota Fortuner,Battery Replacement,50834.0,2024-03-24,2024.0,3.0,4047754.0
7429.0,528,MG HS,2019.0,3996920.0,2020-12-18,Lahore,2020.0,12.0,4870.0,Changan Alsvin,Battery Replacement,63685.0,2024-08-09,2024.0,8.0,4060605.0
9262.0,528,Suzuki Cultus,2017.0,2602963.0,2022-01-04,Faisalabad,2022.0,1.0,1451.0,Toyota Fortuner,Battery Replacement,50834.0,2024-03-24,2024.0,3.0,2653797.0
9262.0,528,Suzuki Cultus,2017.0,2602963.0,2022-01-04,Faisalabad,2022.0,1.0,4870.0,Changan Alsvin,Battery Replacement,63685.0,2024-08-09,2024.0,8.0,2666648.0
9279.0,528,Hyundai Tucson,2023.0,3287253.0,2023-06-15,Quetta,2023.0,6.0,1451.0,Toyota Fortuner,Battery Replacement,50834.0,2024-03-24,2024.0,3.0,3338087.0
9279.0,528,Hyundai Tucson,2023.0,3287253.0,2023-06-15,Quetta,2023.0,6.0,4870.0,Changan Alsvin,Battery Replacement,63685.0,2024-08-09,2024.0,8.0,3350938.0
6589.0,529,Kia Sportage,2022.0,3796016.0,2022-06-13,Multan,2022.0,6.0,879.0,MG HS,Brake Service,15476.0,2021-12-03,2021.0,12.0,3811492.0
6589.0,529,Kia Sportage,2022.0,3796016.0,2022-06-13,Multan,2022.0,6.0,6704.0,Suzuki Alto,Oil Change,62403.0,2024-10-06,2024.0,10.0,3858419.0
6589.0,529,Kia Sportage,2022.0,3796016.0,2022-06-13,Multan,2022.0,6.0,7422.0,Toyota Corolla,Battery Replacement,55246.0,2025-04-01,2025.0,4.0,3851262.0
6589.0,529,Kia Sportage,2022.0,3796016.0,2022-06-13,Multan,2022.0,6.0,9711.0,Kia Sportage,Battery Replacement,9827.0,2022-06-04,2022.0,6.0,3805843.0
9581.0,529,MG HS,2023.0,8943529.0,2022-07-29,Quetta,2022.0,7.0,879.0,MG HS,Brake Service,15476.0,2021-12-03,2021.0,12.0,8959005.0
9581.0,529,MG HS,2023.0,8943529.0,2022-07-29,Quetta,2022.0,7.0,6704.0,Suzuki Alto,Oil Change,62403.0,2024-10-06,2024.0,10.0,9005932.0
9581.0,529,MG HS,2023.0,8943529.0,2022-07-29,Quetta,2022.0,7.0,7422.0,Toyota Corolla,Battery Replacement,55246.0,2025-04-01,2025.0,4.0,8998775.0
9581.0,529,MG HS,2023.0,8943529.0,2022-07-29,Quetta,2022.0,7.0,9711.0,Kia Sportage,Battery Replacement,9827.0,2022-06-04,2022.0,6.0,8953356.0
1676.0,530,MG HS,2017.0,6301678.0,2025-04-23,Islamabad,2025.0,4.0,,,,,,,,
4381.0,530,Honda City,2019.0,5632881.0,2025-04-22,Islamabad,2025.0,4.0,,,,,,,,
4638.0,530,Honda Civic,2015.0,3209555.0,2021-10-03,Quetta,2021.0,10.0,,,,,,,,
,531,,,,,,,,90.0,Hyundai Tucson,Tire Rotation,65323.0,2023-11-04,2023.0,11.0,
,531,,,,,,,,509.0,Toyota Corolla,Engine Check,66609.0,2025-05-08,2025.0,5.0,
,531,,,,,,,,1170.0,Suzuki Alto,Brake Service,9916.0,2024-04-08,2024.0,4.0,
,531,,,,,,,,4343.0,Honda Civic,Brake Service,23187.0,2022-11-24,2022.0,11.0,
4059.0,532,Toyota Corolla,2019.0,1263539.0,2021-10-16,Faisalabad,2021.0,10.0,2144.0,Honda Civic,Battery Replacement,35314.0,2024-07-11,2024.0,7.0,1298853.0
4059.0,532,Toyota Corolla,2019.0,1263539.0,2021-10-16,Faisalabad,2021.0,10.0,4139.0,Toyota Corolla,Tire Rotation,56785.0,2023-06-22,2023.0,6.0,1320324.0
9907.0,533,Toyota Corolla,2022.0,8406587.0,2021-08-12,Lahore,2021.0,8.0,2042.0,Toyota Corolla,Tire Rotation,69361.0,2024-08-29,2024.0,8.0,8475948.0
9907.0,533,Toyota Corolla,2022.0,8406587.0,2021-08-12,Lahore,2021.0,8.0,4454.0,Kia Sportage,Battery Replacement,12719.0,2022-12-18,2022.0,12.0,8419306.0
9907.0,533,Toyota Corolla,2022.0,8406587.0,2021-08-12,Lahore,2021.0,8.0,6932.0,Kia Sportage,Tire Rotation,73210.0,2023-10-28,2023.0,10.0,8479797.0
,534,,,,,,,,8303.0,Toyota Fortuner,Battery Replacement,44459.0,2022-06-17,2022.0,6.0,
5924.0,535,Suzuki Alto,2016.0,1980312.0,2024-02-01,Multan,2024.0,2.0,3839.0,Changan Alsvin,Battery Replacement,58932.0,2025-05-15,2025.0,5.0,2039244.0
5924.0,535,Suzuki Alto,2016.0,1980312.0,2024-02-01,Multan,2024.0,2.0,4577.0,Toyota Corolla,Engine Check,15938.0,2023-06-12,2023.0,6.0,1996250.0
6158.0,535,Honda Civic,2020.0,4047945.0,2022-01-30,Quetta,2022.0,1.0,3839.0,Changan Alsvin,Battery Replacement,58932.0,2025-05-15,2025.0,5.0,4106877.0
6158.0,535,Honda Civic,2020.0,4047945.0,2022-01-30,Quetta,2022.0,1.0,4577.0,Toyota Corolla,Engine Check,15938.0,2023-06-12,2023.0,6.0,4063883.0
1001.0,537,Kia Sportage,2015.0,9818617.0,2025-06-10,Faisalabad,2025.0,6.0,6022.0,Toyota Corolla,Tire Rotation,46064.0,2024-04-01,2024.0,4.0,9864681.0
1001.0,537,Kia Sportage,2015.0,9818617.0,2025-06-10,Faisalabad,2025.0,6.0,6676.0,Toyota Corolla,Oil Change,73416.0,2025-08-13,2025.0,8.0,9892033.0
2084.0,537,Kia Sportage,2015.0,3554808.0,2021-08-04,Faisalabad,2021.0,8.0,6022.0,Toyota Corolla,Tire Rotation,46064.0,2024-04-01,2024.0,4.0,3600872.0
2084.0,537,Kia Sportage,2015.0,3554808.0,2021-08-04,Faisalabad,2021.0,8.0,6676.0,Toyota Corolla,Oil Change,73416.0,2025-08-13,2025.0,8.0,3628224.0
4585.0,537,Changan Alsvin,2015.0,5341357.0,2023-02-08,Quetta,2023.0,2.0,6022.0,Toyota Corolla,Tire Rotation,46064.0,2024-04-01,2024.0,4.0,5387421.0
4585.0,537,Changan Alsvin,2015.0,5341357.0,2023-02-08,Quetta,2023.0,2.0,6676.0,Toyota Corolla,Oil Change,73416.0,2025-08-13,2025.0,8.0,5414773.0
8019.0,537,Toyota Fortuner,2023.0,3641754.0,2024-11-28,Karachi,2024.0,11.0,6022.0,Toyota Corolla,Tire Rotation,46064.0,2024-04-01,2024.0,4.0,3687818.0
8019.0,537,Toyota Fortuner,2023.0,3641754.0,2024-11-28,Karachi,2024.0,11.0,6676.0,Toyota Corolla,Oil Change,73416.0,2025-08-13,2025.0,8.0,3715170.0
324.0,538,Toyota Fortuner,2023.0,3645999.0,2021-09-25,Quetta,2021.0,9.0,293.0,Kia Sportage,Battery Replacement,30778.0,2024-06-08,2024.0,6.0,3676777.0
324.0,538,Toyota Fortuner,2023.0,3645999.0,2021-09-25,Quetta,2021.0,9.0,946.0,Honda Civic,Engine Check,46199.0,2022-11-19,2022.0,11.0,3692198.0
9761.0,538,Honda Civic,2023.0,1273415.0,2023-06-08,Karachi,2023.0,6.0,293.0,Kia Sportage,Battery Replacement,30778.0,2024-06-08,2024.0,6.0,1304193.0
9761.0,538,Honda Civic,2023.0,1273415.0,2023-06-08,Karachi,2023.0,6.0,946.0,Honda Civic,Engine Check,46199.0,2022-11-19,2022.0,11.0,1319614.0
,539,,,,,,,,690.0,Toyota Corolla,Oil Change,60641.0,2023-11-22,2023.0,11.0,
,539,,,,,,,,4648.0,MG HS,Tire Rotation,15524.0,2024-08-18,2024.0,8.0,
600.0,540,Suzuki Alto,2023.0,9738519.0,2021-05-21,Islamabad,2021.0,5.0,5106.0,Toyota Fortuner,Brake Service,16495.0,2023-07-29,2023.0,7.0,9755014.0
3249.0,540,Kia Sportage,2018.0,5219214.0,2021-11-23,Karachi,2021.0,11.0,5106.0,Toyota Fortuner,Brake Service,16495.0,2023-07-29,2023.0,7.0,5235709.0
8397.0,540,Hyundai Tucson,2019.0,4786564.0,2024-08-25,Quetta,2024.0,8.0,5106.0,Toyota Fortuner,Brake Service,16495.0,2023-07-29,2023.0,7.0,4803059.0
7065.0,541,Hyundai Tucson,2016.0,9303477.0,2021-08-01,Lahore,2021.0,8.0,574.0,MG HS,Battery Replacement,25016.0,2023-07-30,2023.0,7.0,9328493.0
2381.0,542,Suzuki Cultus,2017.0,2671628.0,2021-09-16,Lahore,2021.0,9.0,353.0,Toyota Fortuner,Brake Service,38398.0,2024-01-03,2024.0,1.0,2710026.0
2381.0,542,Suzuki Cultus,2017.0,2671628.0,2021-09-16,Lahore,2021.0,9.0,3928.0,MG HS,Brake Service,69079.0,2021-10-16,2021.0,10.0,2740707.0
2381.0,542,Suzuki Cultus,2017.0,2671628.0,2021-09-16,Lahore,2021.0,9.0,8402.0,Honda Civic,Battery Replacement,61897.0,2022-05-19,2022.0,5.0,2733525.0
3100.0,542,MG HS,2017.0,7015722.0,2025-06-17,Quetta,2025.0,6.0,353.0,Toyota Fortuner,Brake Service,38398.0,2024-01-03,2024.0,1.0,7054120.0
3100.0,542,MG HS,2017.0,7015722.0,2025-06-17,Quetta,2025.0,6.0,3928.0,MG HS,Brake Service,69079.0,2021-10-16,2021.0,10.0,7084801.0
3100.0,542,MG HS,2017.0,7015722.0,2025-06-17,Quetta,2025.0,6.0,8402.0,Honda Civic,Battery Replacement,61897.0,2022-05-19,2022.0,5.0,7077619.0
7118.0,542,Honda Civic,2016.0,4600013.0,2022-01-31,Karachi,2022.0,1.0,353.0,Toyota Fortuner,Brake Service,38398.0,2024-01-03,2024.0,1.0,4638411.0
7118.0,542,Honda Civic,2016.0,4600013.0,2022-01-31,Karachi,2022.0,1.0,3928.0,MG HS,Brake Service,69079.0,2021-10-16,2021.0,10.0,4669092.0
7118.0,542,Honda Civic,2016.0,4600013.0,2022-01-31,Karachi,2022.0,1.0,8402.0,Honda Civic,Battery Replacement,61897.0,2022-05-19,2022.0,5.0,4661910.0
7185.0,542,Toyota Corolla,2018.0,4139609.0,2022-07-16,Quetta,2022.0,7.0,353.0,Toyota Fortuner,Brake Service,38398.0,2024-01-03,2024.0,1.0,4178007.0
7185.0,542,Toyota Corolla,2018.0,4139609.0,2022-07-16,Quetta,2022.0,7.0,3928.0,MG HS,Brake Service,69079.0,2021-10-16,2021.0,10.0,4208688.0
7185.0,542,Toyota Corolla,2018.0,4139609.0,2022-07-16,Quetta,2022.0,7.0,8402.0,Honda Civic,Battery Replacement,61897.0,2022-05-19,2022.0,5.0,4201506.0
9485.0,542,Changan Alsvin,2023.0,5856089.0,2024-12-12,Quetta,2024.0,12.0,353.0,Toyota Fortuner,Brake Service,38398.0,2024-01-03,2024.0,1.0,5894487.0
9485.0,542,Changan Alsvin,2023.0,5856089.0,2024-12-12,Quetta,2024.0,12.0,3928.0,MG HS,Brake Service,69079.0,2021-10-16,2021.0,10.0,5925168.0
9485.0,542,Changan Alsvin,2023.0,5856089.0,2024-12-12,Quetta,2024.0,12.0,8402.0,Honda Civic,Battery Replacement,61897.0,2022-05-19,2022.0,5.0,5917986.0
2089.0,543,Changan Alsvin,2020.0,5094338.0,2022-10-21,Peshawar,2022.0,10.0,1623.0,Hyundai Tucson,Tire Rotation,41450.0,2024-12-14,2024.0,12.0,5135788.0
